location,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
US,0,1,0,,Mid-Senior level,,,,0
US,0,1,0,Full-time,Associate,High School or equivalent,Financial Services,Customer Service,0
GB,0,1,0,Full-time,Associate,Bachelor's Degree,Publishing,Sales,0
GR,0,1,1,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,0
nan,0,1,0,,,,,,0
CA,0,0,0,,,,Information Technology and Services,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Hospital & Health Care,Customer Service,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
US,0,1,1,Contract,Mid-Senior level,Bachelor's Degree,Banking,Finance,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Medical Devices,Customer Service,0
US,0,1,1,Full-time,,,,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Telecommunications,Administrative,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
NL,0,1,0,Full-time,Associate,,Computer Software,Information Technology,0
US,1,1,0,Full-time,Entry level,,Telecommunications,Customer Service,0
IN,0,0,0,Full-time,Mid-Senior level,,Information Services,,0
US,0,1,0,Full-time,,,Building Materials,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,"Health, Wellness and Fitness",Administrative,0
GB,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,Bachelor's Degree,Real Estate,Accounting/Auditing,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Accounting/Auditing,0
GB,0,0,0,Full-time,Mid-Senior level,,Financial Services,Information Technology,0
GB,0,1,0,,,,,,0
US,0,0,0,Contract,,,,,0
US,0,1,1,Full-time,Associate,,Information Technology and Services,,0
US,0,0,0,Full-time,Associate,,Retail,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Not Applicable,Unspecified,Automotive,Customer Service,0
CA,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Sales,0
GB,0,1,0,,Mid-Senior level,,Banking,Information Technology,0
US,0,0,0,Full-time,Associate,High School or equivalent,Insurance,Customer Service,0
US,0,1,0,Full-time,,Bachelor's Degree,Automotive,Engineering,0
DE,0,1,0,Part-time,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Contract,Entry level,High School or equivalent,Real Estate,Writing/Editing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,,,,,,0
AT,0,1,0,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
US,0,1,0,Full-time,Mid-Senior level,Unspecified,Computer Software,Information Technology,0
GR,0,1,1,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Engineering,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
DE,0,1,0,Full-time,Associate,Bachelor's Degree,Sports,Customer Service,0
GB,0,1,1,,,,,,0
AU,0,1,0,Full-time,,,Computer Software,Sales,0
PL,0,1,1,Full-time,Not Applicable,,Marketing and Advertising,Sales,0
US,0,1,1,,,Master's Degree,,,0
US,0,0,1,Full-time,Associate,Bachelor's Degree,Internet,Design,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Full-time,,Bachelor's Degree,,,0
GB,0,1,1,,,,,,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Insurance,Customer Service,0
GB,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Engineering,0
US,0,0,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Engineering,0
FR,0,1,1,Full-time,,,Computer Games,Marketing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,0,0,,,,,,0
US,0,0,0,Part-time,Associate,Associate Degree,Events Services,Sales,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,0,Full-time,,,Hospital & Health Care,Other,0
GB,0,1,1,,,,,,0
US,0,1,0,Full-time,Mid-Senior level,,Chemicals,Manufacturing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,Entry level,Unspecified,Consumer Services,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Design,0
US,0,1,1,Full-time,,Master's Degree,,Education,0
DE,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,E-Learning,Marketing,0
nan,0,1,0,,,,,,0
nan,0,1,0,,,,,,0
NZ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0
GR,0,1,0,Full-time,Entry level,Bachelor's Degree,"Health, Wellness and Fitness",Product Management,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Administrative,0
US,0,0,0,Full-time,,,Accounting,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Customer Service,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
GR,0,1,1,Full-time,Mid-Senior level,Certification,Information Technology and Services,Art/Creative,0
ZA,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Telecommunications,Sales,0
US,0,0,0,Full-time,Entry level,High School or equivalent,Computer Software,Administrative,1
US,0,0,0,Full-time,,,Facilities Services,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Insurance,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
BR,0,1,1,Full-time,Associate,Bachelor's Degree,Aviation & Aerospace,Engineering,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Management,0
GB,0,1,0,,,,,Engineering,0
nan,0,1,0,Full-time,Entry level,Vocational,Real Estate,Business Analyst,0
US,0,1,0,,,,,,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,0,Full-time,Associate,Professional,Accounting,Accounting/Auditing,0
US,0,1,1,Other,Internship,Some College Coursework Completed,Design,Art/Creative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Real Estate,Administrative,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Education Management,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,0,0,Full-time,Not Applicable,,Financial Services,Finance,0
US,0,1,0,Full-time,,,Building Materials,Sales,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,0,1,Full-time,Executive,Doctorate,Hospital & Health Care,Health Care Provider,0
GB,0,1,0,Temporary,,,Retail,,0
US,0,1,1,Full-time,Associate,Associate Degree,Internet,Design,0
GB,0,1,0,,,,,,0
GB,0,1,0,Full-time,,,Information Technology and Services,Engineering,0
US,0,0,0,,,,,,0
GB,0,1,1,Temporary,Associate,Unspecified,Cosmetics,Sales,0
NZ,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Product Management,0
US,0,1,0,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,,,,,,0
nan,0,1,0,,,,,,0
EE,0,1,1,Full-time,,,,,0
nan,1,0,0,Full-time,Internship,Bachelor's Degree,Banking,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Marketing and Advertising,Customer Service,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Consumer Services,Administrative,0
US,0,1,1,Full-time,Not Applicable,High School or equivalent,Retail,Strategy/Planning,0
GB,0,1,0,Full-time,Associate,Bachelor's Degree,Financial Services,Design,0
DE,0,1,1,,,,,,0
DE,0,1,1,Temporary,Internship,Master's Degree,Management Consulting,Strategy/Planning,0
US,0,1,1,Full-time,Associate,,,Business Development,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
DE,0,1,1,,,,,,0
US,0,0,1,Part-time,Entry level,Unspecified,Consumer Services,,0
US,0,0,0,Full-time,,,Information Technology and Services,,1
US,1,1,0,Contract,,,,,0
US,0,1,1,Full-time,Mid-Senior level,,Marketing and Advertising,Information Technology,0
US,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Advertising,0
US,0,1,1,,,,,Other,0
GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Business Supplies and Equipment,Sales,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Real Estate,Other,0
US,0,1,1,Full-time,Not Applicable,Unspecified,Automotive,General Business,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
US,0,1,1,Full-time,Mid-Senior level,,Computer Software,Engineering,0
US,0,1,1,Full-time,Executive,Bachelor's Degree,Public Relations and Communications,Public Relations,0
GR,0,0,1,Full-time,Mid-Senior level,,Program Development,,0
IN,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Services,Information Technology,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Oil & Energy,Customer Service,0
nan,0,1,0,,,,,,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Consulting,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
GB,0,1,1,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Marketing,0
AE,0,0,0,,,,,,0
ZA,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Engineering,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,0,0,Temporary,Internship,,,Production,0
GR,0,1,1,Full-time,,,Telecommunications,,0
US,0,1,0,Part-time,Internship,,,Information Technology,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Administrative,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Computer Software,Customer Service,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Health Care Provider,0
US,0,1,0,Full-time,Director,Unspecified,Internet,Engineering,0
US,0,0,0,Part-time,Associate,Unspecified,Real Estate,Management,0
US,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Engineering,1
GB,0,1,1,Full-time,Mid-Senior level,,Financial Services,Engineering,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Associate,High School or equivalent,Banking,Customer Service,0
US,0,1,0,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Hospital & Health Care,Administrative,0
US,1,0,1,Full-time,Not Applicable,Unspecified,Computer Software,Information Technology,0
CA,0,1,0,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,1,Full-time,,,,Engineering,0
US,0,0,0,Full-time,,,Hospital & Health Care,,1
GB,0,1,1,Other,Not Applicable,Bachelor's Degree,Hospital & Health Care,Other,0
US,0,0,1,,Associate,,Real Estate,Sales,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,,Unspecified,Internet,,0
US,0,1,1,Full-time,Not Applicable,Unspecified,Telecommunications,Engineering,0
US,0,1,1,,,,,,0
US,0,1,1,,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
DE,0,1,0,Full-time,Associate,,Computer Software,Sales,0
GB,0,1,0,,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
GB,0,1,1,Full-time,Entry level,Unspecified,Hospital & Health Care,Health Care Provider,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,0,Full-time,,,,Engineering,0
US,0,1,1,Full-time,Entry level,,Human Resources,Administrative,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Legal Services,Administrative,0
CA,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,0,1,0,Full-time,,,Oil & Energy,Engineering,1
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Management,0
US,0,1,1,Full-time,,,,,0
US,0,1,1,Full-time,,Bachelor's Degree,Information Technology and Services,Engineering,1
US,0,1,0,Full-time,Associate,,Computer Software,Customer Service,0
US,0,1,1,Full-time,Director,Master's Degree,Consumer Electronics,Engineering,0
GB,0,1,0,,,,,,0
US,0,1,1,Full-time,,Bachelor's Degree,Oil & Energy,Engineering,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,,Administrative,0
US,0,1,1,Part-time,Entry level,High School or equivalent,Logistics and Supply Chain,Other,0
US,0,1,0,Full-time,Not Applicable,,Information Technology and Services,Engineering,0
US,0,1,0,Full-time,,,Building Materials,,0
GB,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
GB,0,1,1,Full-time,,High School or equivalent,Pharmaceuticals,Administrative,0
GB,0,1,1,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
US,0,1,0,,,,,,0
US,0,0,0,Full-time,,,Marketing and Advertising,,0
US,0,0,0,Contract,Entry level,Unspecified,,Human Resources,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
US,0,1,0,Full-time,Associate,,Financial Services,,0
US,1,0,0,Full-time,Entry level,High School or equivalent,Financial Services,Sales,0
BE,0,1,0,Full-time,Entry level,Bachelor's Degree,Hospitality,Project Management,0
GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Engineering,0
US,0,1,1,Full-time,Mid-Senior level,Certification,Oil & Energy,Other,1
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Networking,Information Technology,0
IE,0,1,1,Full-time,,,Telecommunications,,0
GB,0,0,0,,Not Applicable,Bachelor's Degree,Primary/Secondary Education,Education,0
US,0,1,0,Full-time,Associate,Bachelor's Degree,Biotechnology,Sales,0
MU,0,1,1,Contract,Entry level,High School or equivalent,Consumer Services,Customer Service,0
US,0,1,1,Full-time,,Bachelor's Degree,Education Management,Education,0
HK,0,1,1,Full-time,Entry level,Bachelor's Degree,Computer Games,Quality Assurance,0
US,0,1,1,Part-time,Entry level,High School or equivalent,Telecommunications,Customer Service,0
MU,0,1,1,Full-time,Associate,Bachelor's Degree,Computer Software,Data Analyst,0
US,0,1,1,,,,,,0
US,0,1,0,Full-time,Entry level,Bachelor's Degree,Hospitality,Marketing,0
US,0,0,0,Full-time,,,Computer Software,,0
GB,0,1,0,Full-time,Entry level,Bachelor's Degree,Retail,Production,0
GB,0,1,1,Full-time,Mid-Senior level,,Design,Other,0
US,0,0,0,Full-time,,,Marketing and Advertising,,0
US,0,1,0,,,,,,0
EG,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
GB,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Marketing,0
US,0,1,0,,,,,,0
GR,0,1,1,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Human Resources,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,1,Full-time,Associate,Unspecified,Pharmaceuticals,Sales,0
GB,0,1,0,Part-time,Entry level,Vocational,Retail,Sales,0
US,0,1,1,Contract,Entry level,Bachelor's Degree,Education Management,Education,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Administrative,0
US,0,1,0,Full-time,Mid-Senior level,,Internet,Engineering,0
US,0,1,1,Part-time,,,Hospital & Health Care,Health Care Provider,0
GB,0,1,0,Full-time,Mid-Senior level,,Publishing,Writing/Editing,0
US,0,1,0,Full-time,,,Building Materials,,0
GB,0,1,1,Full-time,Not Applicable,High School or equivalent,Human Resources,Administrative,0
FR,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Information Technology,0
US,1,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Utilities,Engineering,0
US,0,1,1,Full-time,,Bachelor's Degree,Information Technology and Services,Engineering,1
AU,0,1,0,Contract,Mid-Senior level,,Information Technology and Services,Design,0
US,0,1,0,Full-time,,,Building Materials,,0
US,0,1,0,Full-time,Not Applicable,Certification,Hospital & Health Care,Health Care Provider,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
US,1,0,0,Full-time,Entry level,Bachelor's Degree,Computer Software,Information Technology,0
GB,0,1,0,,,,,,0
US,0,1,0,Full-time,,,Building Materials,,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Sales,0
US,0,1,0,,,,,,0
US,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
US,0,1,0,,,,,,0
GR,0,1,0,Full-time,Mid-Senior level,,Retail,Marketing,0
US,0,1,0,Full-time,Entry level,High School or equivalent,Consumer Services,Customer Service,0
GB,0,1,0,Full-time,Entry level,,Information Technology and Services,Administrative,0
US,0,1,0,Full-time,Mid-Senior level,Bachelor's Degree,Management Consulting,Management,0
US,0,0,0,Contract,,,,,0
US,0,0,1,Full-time,Not Applicable,Unspecified,Telecommunications,Marketing,0
US,0,1,0,Part-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
